[0.0102278044538473, 56.27346413349699, 0.8352077281873689, 0.0013402594952561797]	42.99256893319493
[0.011047688438054704, 588.4588788604876, 0.8589453265556695, 0.0038062429377566653]	43.04514563793899
[0.024604235841157007, 701.289274992151, 0.8838341094018102, 0.02278145563050593]	43.0455015052698
[0.08735396319069089, 969.3219649249397, 0.9264455795494925, 0.0051925422001404264]	43.082824528936655
[0.022627160948327285, 853.4741463795565, 0.8808548002051523, 0.02191828378055094]	43.15449592427868
[0.026505643673961132, 894.7391195722479, 0.8735095752476378, 0.006582366099093129]	43.15927175334147
[0.010092712646692426, 595.2530860006102, 0.8730502946724028, 0.02096034498995958]	43.189092611192955
[0.0489416976029492, 585.0846812741565, 0.8998188685570073, 0.02252459097208004]	43.19510498313119
[0.06887179880097483, 294.17964170260905, 0.8952128322777594, 0.016646717255613508]	43.22211400780736
[0.025458458538990092, 414.19870054968044, 0.8725282814082798, 0.013955367616398262]	43.22379102146265
[0.12011308451445457, 644.9536019954201, 0.945453732588964, 0.006201304161500554]	43.22537156259739
[0.05616120535386404, 649.7884947212493, 0.9013194366033456, 0.015564208797331114]	43.22842299417077
[0.11590799616912906, 909.0534046685375, 0.9618493497849576, 0.023957200783896737]	43.30253202787027
[0.0724851034918641, 856.3420286411482, 0.9061636323789046, 0.0024071017559692542]	43.40506073431055
[0.022586355094282307, 937.5971830237601, 0.8873556445445765, 0.024325870717900044]	43.40829276138616
[0.016201675226699463, 397.3842341610383, 0.8733250745040352, 0.028335978094616743]	43.434981653262305
[0.11030004399080529, 706.1999621767641, 0.9532327346509394, 0.02756694954525718]	43.44580384837669
[0.014450878608436524, 917.4558352492314, 0.8803041144707651, 0.02169944079106656]	43.45600385612874
[0.030239384445362116, 521.5392961602554, 0.8914799024818633, 0.029753308684714597]	43.465094933099564
[0.006264135664836856, 838.0203740580935, 0.8516253594572752, 0.005740572320708126]	43.47537677755769
[0.0016721720817666208, 854.6891842874613, 0.8729375700439341, 0.042781134060099535]	43.4931165485994
[0.027443212234238734, 183.51544724184876, 0.8765676730703676, 0.03943132228983448]	43.53517740634654
[0.027463618567866055, 614.9114987719752, 0.885441643868035, 0.03182550966909514]	43.541587639912144
[0.0003508012744551925, 543.2979326158298, 0.8742764912642407, 0.03882910658797012]	43.61905160508244
[0.07049473165053033, 622.7405525045662, 0.9230933353276182, 0.023447761485188345]	43.6281291538299
[0.020753837074276582, 784.2678664955057, 0.8650708172735917, 0.010591573050750203]	43.63089886316788
[0.10960666403271291, 243.20915109558473, 0.907344637982514, 0.023352378306564447]	43.65113557092109
[0.07364305430898144, 709.556243300538, 0.9275945414995911, 0.019708959664516024]	43.70992841308851
[0.1360247378062951, 597.943863643724, 0.9510786266412031, 0.008603401011033185]	43.76651425173873
[0.15810762008910073, 400.34246464932454, 0.962364767340839, 0.0017310091563266239]	43.83054113950109
[0.00861171710357267, 850.0871783095686, 0.880163278095125, 0.05099055773668959]	43.85239366633295
[0.03288580470338609, 503.034292463346, 0.8983970830440975, 0.036816650080027324]	43.853376551638036
[0.04492635998173611, 422.03574927505036, 0.8999015689417105, 0.020544942399568722]	43.85760792010889
[0.1765616972360311, 321.982170713752, 0.9497854964499249, 0.010573464052506254]	43.86783939959776
[0.06213412995617307, 732.7286032698934, 0.924301250903826, 0.03224927428574276]	43.92389416466353
[0.11028742192567975, 733.5354598175672, 0.9357091333134595, 0.011798313595917764]	43.94564066010785
[0.017813013039160164, 782.1251222193097, 0.8915855595278587, 0.03930383855475994]	43.94798431991803
[0.07604830412733055, 695.8680679231971, 0.9392969867001546, 0.050114709752454356]	43.959230033313226
[0.09264296484342038, 488.2036769884408, 0.9448657449259239, 0.05577908205433624]	44.0075334431179
[0.2111735802593928, 393.6732000542722, 0.9809176490722434, 0.006529828206565447]	44.02979324164941
[0.023650527040492086, 63.17532838939965, 0.8429769273200755, 0.04719112219378707]	44.0330036519742
[0.16776110805437072, 623.7636110578813, 0.9741908400792193, 0.008575191195799192]	44.03333339237236
[0.17534721398894837, 474.4136636221026, 0.9934329279163939, 0.03135494764923763]	44.05727213257908
[0.006431489612599872, 649.617944565249, 0.8780869883889022, 0.05512729719740228]	44.06701372188595
[0.03767167107023894, 814.9201149536113, 0.8983247856592556, 0.04482318079565062]	44.07294721147302
[0.10705402910343453, 210.44538285011328, 0.8955126190824403, 0.0017180267606033972]	44.07323480793959
[0.01520550718039182, 961.6031710024776, 0.87997529963602, 0.046103998307711724]	44.08276637025472
[0.057914227694767395, 996.3933694698862, 0.9320915521998289, 0.05572914050924871]	44.101662304679756
[0.022444944402822187, 146.51169784876217, 0.8563696929675442, 0.028858813433915387]	44.11279816564418
[0.1729269124957291, 403.3500975872568, 0.9633073634391884, 0.016317166430661167]	44.12325178405655
[0.14614102674703877, 686.8854066903164, 0.9639519247494797, 0.01524189878688853]	44.133535289883824
[0.1894698051497683, 458.04662509120067, 0.983322253403248, 0.01835102245163933]	44.15659142503722
[0.0848011076013031, 112.00594865614167, 0.8200604307828763, 0.001682895892242131]	44.16004046659455
[0.032310595513034945, 818.7220649228975, 0.9004397269769259, 0.019067575112354684]	44.163375646115064
[0.03031629050406559, 449.67117617796924, 0.8807896444297733, 0.0365348765801784]	44.1674621302519
